#Parameters = {Z=50; a=1000; d=160; eps_eff=6; l=410; t=0.1; w=25}
#"Frequency / GHz"	"Z1,1 [Real/Imaginary Part] [Re]"	"Z1,1 [Real/Imaginary Part] [Im]"
#-------------------------------------------------------------------------------------
1.0000000000000	423.26403094955	-1316.5868996147
1.9989999532700	113.68615427548	-707.70756793065
2.9979999065399	51.082843684085	-477.79505049593
3.9969999790192	28.744135811612	-359.32794952275
4.9959998130798	18.330754642614	-287.27600971322
5.9949998855591	12.657110115635	-238.82039205380
6.9939999580383	9.2330279321226	-203.96364221635
7.9930000305176	7.0117678951077	-177.64831505029
8.9919996261597	5.4914095138787	-157.04488040710
9.9910001754761	4.4070538555633	-140.44790252513
10.989999771118	3.6080028297281	-126.76867243762
11.989000320435	3.0035549636238	-115.27964177767
12.987999916077	2.5363735692133	-105.47640757839
13.987000465393	2.1688262397356	-96.998068691711
14.986000061035	1.8753523073862	-89.579793449579
15.984999656677	1.6381260665972	-83.022742353273
16.983999252319	1.4444159263198	-77.174722727013
17.982999801636	1.2849130476156	-71.917328829819
18.982000350952	1.1527137564870	-67.156983635267
19.981000900269	1.0426064701540	-62.818809218631
20.979999542236	0.95059220862407	-58.842126653025
21.979000091553	0.87357864966477	-55.177275134267
22.978000640869	0.80913988210660	-51.783213083007
23.976999282837	0.75535758984189	-48.625646339714
24.975999832153	0.71071004340258	-45.675815703044
25.975000381470	0.67396590261347	-42.909304436828
26.974000930786	0.64413185759857	-40.305312492831
27.972999572754	0.62041472763043	-37.845982172517
28.972000122070	0.60215570671935	-35.515908568159
29.971000671387	0.58882015702982	-33.301648390885
30.969999313354	0.57997367910786	-31.191548272626
31.968999862671	0.57526803869097	-29.175325653295
32.967998504639	0.57441844315781	-27.243942743492
33.966999053955	0.57719537683980	-25.389395580340
34.965999603271	0.58342309882924	-23.604532282721
35.965000152588	0.59295182038779	-21.883017304150
36.964000701904	0.60570018840039	-20.219115725399
37.963001251221	0.62158498689781	-18.607697039634
38.962001800537	0.64058181894106	-17.044117652650
39.960998535156	0.66266756702710	-15.524136037722
40.959999084473	0.68785451925425	-14.043924111782
41.958999633789	0.71619660638406	-12.599955726306
42.958000183105	0.74774406473064	-11.188999705819
43.957000732422	0.78258490402428	-9.8080774649568
44.956001281738	0.82083231991721	-8.4544155475601
45.955001831055	0.86262215549890	-7.1254726861811
46.953998565674	0.90811448385526	-5.8188353816900
47.952999114990	0.95749797512797	-4.5322734891911
48.951999664307	1.0109895052421	-3.2636700357869
49.951000213623	1.0688391761090	-2.0110273136653
50.950000762939	1.1313251213360	-0.77245426445587
51.949001312256	1.1987724788108	0.45384133878060
52.948001861572	1.2715357388740	1.6695964863015
53.946998596191	1.3500181378948	2.8764617486995
54.945999145508	1.4346699262440	4.0760424161718
55.944999694824	1.5259961917321	5.2698824823495
56.944000244141	1.6245538175078	6.4594753941578
57.943000793457	1.7309617647428	7.6462872311770
58.942001342773	1.8459191249650	8.8317432527375
59.941001892090	1.9701920294532	10.017261342222
60.939998626709	2.1046281377976	11.204189844751
61.938999176025	2.2501802260173	12.393882548921
62.937999725342	2.4078899740836	13.587670398148
63.937000274658	2.5789201063573	14.786861038334
64.935997009277	2.7645566324191	15.992732176749
65.934997558594	2.9662191654615	17.206557247697
66.933998107910	3.1854838247634	18.429542457126
67.932998657227	3.4240862465998	19.662893335818
68.931999206543	3.6839610492864	20.907769894089
69.930999755859	3.9672208202903	22.165272195582
70.930000305176	4.2762316952322	23.436452297790
71.929000854492	4.6135887923152	24.722273034189
72.928001403809	4.9821622179485	26.023592492847
73.927001953125	5.3851132043865	27.341144341427
74.926002502441	5.8259380783991	28.675517912238
75.925003051758	6.3084855576863	30.027101063954
76.924003601074	6.8369725881294	31.396019836441
77.922996520996	7.4160634618315	32.782130501995
78.921997070313	8.0508283976138	34.184885755742
79.920997619629	8.7468314121460	35.603300641543
80.919998168945	9.5101022914534	37.035824308026
81.918998718262	10.347199233832	38.480244170671
82.917999267578	11.265169118688	39.933513047861
83.916999816895	12.271529679961	41.391621256008
84.916000366211	13.374234886535	42.849365268771
85.915000915527	14.581605090970	44.300181455491
86.914001464844	15.902215799764	45.735924305407
87.913002014160	17.344635758917	47.146475131019
88.912002563477	18.917239099255	48.519637319583
89.911003112793	20.627843331862	49.840820996033
90.910003662109	22.483226522104	51.092748801546
91.908996582031	24.488543048739	52.255334787206
92.907997131348	26.646574817481	53.305511292389
93.906997680664	28.956894435122	54.217340162727
94.905998229980	31.414894487988	54.962337349001
95.904998779297	34.010661660961	55.509907264076
96.903999328613	36.728009180206	55.828368651703
97.902999877930	39.543437890359	55.886240316360
98.902000427246	42.425477265805	55.653961939787
99.901000976563	45.334510866564	55.106170768474
100.90000152588	48.223179001777	54.224045610061
101.89900207520	51.037479651346	52.997792365745
102.89800262451	53.719112941156	51.428979605350
103.89700317383	56.208207629633	49.532097835834
104.89600372314	58.447075331650	47.335345190720
105.89499664307	60.383977428909	44.880090739727
106.89399719238	61.976965985616	42.219074308320
107.89299774170	63.196547358013	39.413436697683
108.89199829102	64.027704127987	36.528890942005
109.89099884033	64.470328948706	33.631578355859
110.88999938965	64.538323954175	30.784103721381
111.88899993896	64.257451469831	28.042237479529
112.88800048828	63.662736420159	25.452554605736
113.88700103760	62.795262046402	23.051185674410
114.88600158691	61.699058192222	20.863592067227
115.88500213623	60.418486964840	18.905170316272
116.88400268555	58.996109917413	17.182401491237
117.88300323486	57.471128489564	15.694384625312
118.88200378418	55.878478941567	14.434434961838
119.88099670410	54.248328219222	13.391633779038
