#Parameters = {a=529; eps_eff=6; r_i=50; r_o=52.9; t=0.1}
#"Frequency / GHz"	"Z1,1 (2) [Real/Imaginary Part] [Re]"	"Z1,1 (2) [Real/Imaginary Part] [Im]"
#---------------------------------------------------------------------------------------------
94.313003540039	0.16211024026752	-22.906057903866
94.811996459961	0.16105815426115	-22.700940523767
95.310997009277	0.15998578262594	-22.497389066238
95.809997558594	0.15890149022448	-22.295383095106
96.308998107910	0.15781142668860	-22.094889809665
96.807998657227	0.15671192853419	-21.895888021780
97.306999206543	0.15560241918905	-21.698334677001
97.805999755859	0.15449544684291	-21.502235632589
98.305000305176	0.15339604784019	-21.307547725752
98.804000854492	0.15229440041563	-21.114254535618
99.303001403809	0.15120321212365	-20.922320602405
99.802001953125	0.15012581057977	-20.731734441460
100.30100250244	0.14906423100189	-20.542478734480
100.80000305176	0.14801399616258	-20.354523110195
101.29900360107	0.14699529087352	-20.167859582262
101.79799652100	0.14598823809492	-19.982456532817
102.29699707031	0.14501106920202	-19.798295661516
102.79599761963	0.14406475443369	-19.615364235368
103.29499816895	0.14314628632308	-19.433643977475
103.79399871826	0.14225890546437	-19.253099756768
104.29299926758	0.14141004517916	-19.073737998111
104.79199981689	0.14059887271350	-18.895525675603
105.29100036621	0.13982812417591	-18.718454268419
105.79000091553	0.13909907404778	-18.542512005529
106.28900146484	0.13841314494982	-18.367660893559
106.78800201416	0.13777706198149	-18.193917126687
107.28700256348	0.13718159593417	-18.021237109664
107.78600311279	0.13663785183592	-17.849608347836
108.28500366211	0.13614327928445	-17.679037836030
108.78399658203	0.13570246799147	-17.509497332870
109.28299713135	0.13531178321584	-17.340974214213
109.78199768066	0.13497765738720	-17.173451409619
110.28099822998	0.13469539940882	-17.006928975746
110.77999877930	0.13447605900492	-16.841373016602
111.27899932861	0.13430741819687	-16.676791150152
111.77799987793	0.13419938287285	-16.513153735302
112.27700042725	0.13414914970324	-16.350467626712
112.77600097656	0.13416193043774	-16.188706650745
113.27500152588	0.13422906050564	-16.027863738764
113.77400207520	0.13435817865076	-15.867923527277
114.27300262451	0.13454606042229	-15.708877419710
114.77200317383	0.13479895581804	-15.550723646984
115.27100372314	0.13510884460504	-15.393434918038
115.76999664307	0.13548403408488	-15.237015400470
116.26899719238	0.13591615001000	-15.081438468345
116.76799774170	0.13640840805421	-14.926701457918
117.26699829102	0.13695831011373	-14.772807779803
117.76599884033	0.13756549813079	-14.619721774413
118.26499938965	0.13824015733315	-14.467457436784
118.76399993896	0.13896957903425	-14.315989324982
119.26300048828	0.13975769070747	-14.165314426977
119.76200103760	0.14059933655738	-14.015426177731
120.26100158691	0.14149932524923	-13.866301718748
120.76000213623	0.14245726023805	-13.717945484178
121.25900268555	0.14347008243139	-13.570351042953
121.75800323486	0.14453438363139	-13.423499969282
122.25700378418	0.14565584321565	-13.277373956874
122.75599670410	0.14682914514657	-13.131990163890
123.25499725342	0.14804854518488	-12.987321480839
123.75399780273	0.14932297405680	-12.843366809386
124.25299835205	0.15064467869231	-12.700112330000
124.75199890137	0.15201391042555	-12.557546249091
125.25099945068	0.15342549747612	-12.415670375101
125.75000000000	0.15488735265013	-12.274479145080
126.24900054932	0.15638695739352	-12.133947599750
126.74800109863	0.15793712890500	-11.994081226783
127.24700164795	0.15952216410085	-11.854861254222
127.74600219727	0.16114817002696	-11.716292694902
128.24499511719	0.16281053940566	-11.578352382889
128.74400329590	0.16451114398031	-11.441050547414
129.24299621582	0.16624978648309	-11.304350967916
129.74200439453	0.16802303517001	-11.168282578144
130.24099731445	0.16982664537221	-11.032813897993
130.74000549316	0.17166294696506	-10.897936033635
131.23899841309	0.17352742814551	-10.763647494964
131.73800659180	0.17542280118138	-10.629942459346
132.23699951172	0.17734167578227	-10.496810788207
132.73599243164	0.17929154442665	-10.364247405827
133.23500061035	0.18126018587311	-10.232229506076
133.73399353027	0.18325721273083	-10.100778749962
134.23300170898	0.18527598907547	-9.9698590511101
134.73199462891	0.18731535501955	-9.8394733851889
135.23100280762	0.18937255584534	-9.7096165908428
135.72999572754	0.19144969105965	-9.5802755697941
136.22900390625	0.19354677635420	-9.4514549534583
136.72799682617	0.19565617254228	-9.3231364718991
137.22700500488	0.19778282717825	-9.1953120190575
137.72599792480	0.19992321629436	-9.0679737010499
138.22500610352	0.20208096619206	-8.9411255526406
138.72399902344	0.20424762739343	-8.8147507208278
139.22300720215	0.20642803492056	-8.6888407727384
139.72200012207	0.20861969964218	-8.5633937767479
140.22099304199	0.21081925275038	-8.4384010859211
140.72000122070	0.21302741566077	-8.3138466838161
141.21899414063	0.21524996908627	-8.1897424854972
141.71800231934	0.21747844198887	-8.0660606454648
142.21699523926	0.21971486883326	-7.9428047336144
142.71600341797	0.22195897326315	-7.8199606000796
143.21499633789	0.22421215017903	-7.6975389989983
143.71400451660	0.22646747795872	-7.5755158687283
144.21299743652	0.22873577307313	-7.4538817496972
144.71200561523	0.23100822872854	-7.3326493132646
145.21099853516	0.23328713863487	-7.2117946060098
145.71000671387	0.23557496828468	-7.0913138825358
146.20899963379	0.23787036197085	-6.9712055388085
146.70799255371	0.24016918933760	-6.8514609255778
147.20700073242	0.24247647553992	-6.7320724939990
147.70599365234	0.24479367300399	-6.6130396755070
148.20500183105	0.24711656910654	-6.4943414549528
148.70399475098	0.24944577025233	-6.3759859670987
149.20300292969	0.25178834915940	-6.2579565535927
149.70199584961	0.25413389689158	-6.1402550726722
150.20100402832	0.25649463374676	-6.0228749611459
150.69999694824	0.25886241533730	-5.9058023157966
151.19900512695	0.26123914378644	-5.7890399544857
151.69799804688	0.26363003397943	-5.6725765816615
152.19700622559	0.26603827849210	-5.5564160853849
152.69599914551	0.26845385222741	-5.4405305618747
153.19500732422	0.27088901490680	-5.3249389274690
153.69400024414	0.27333400224016	-5.2096256428072
154.19299316406	0.27579835549457	-5.0945786412591
154.69200134277	0.27828037546461	-4.9798021572916
155.19099426270	0.28078102886840	-4.8652874313225
155.69000244141	0.28330065894204	-4.7510283561083
156.18899536133	0.28584040167574	-4.6370225091104
156.68800354004	0.28840219557393	-4.5232630064357
157.18699645996	0.29099107718148	-4.4097423858091
157.68600463867	0.29360224012622	-4.2964649514218
158.18499755859	0.29624317756239	-4.1834175407218
158.68400573730	0.29890484921523	-4.0705927102178
159.18299865723	0.30160141045343	-3.9580011216551
159.68200683594	0.30432519230011	-3.8456168203386
160.18099975586	0.30708401515444	-3.7334513143439
160.67999267578	0.30987336527375	-3.6214969403041
161.17900085449	0.31269769271275	-3.5097470452946
161.67799377441	0.31556298794031	-3.3982054848177
162.17700195313	0.31846075652033	-3.2868473762566
162.67599487305	0.32139903590452	-3.1756952449221
163.17500305176	0.32437838337032	-3.0647237781466
163.67399597168	0.32740221388307	-2.9539446978630
164.17300415039	0.33046883021496	-2.8433496474949
164.67199707031	0.33357931196315	-2.7329317946587
165.17100524902	0.33673709420941	-2.6226900974044
165.66999816895	0.33994713284759	-2.5126236355095
166.16900634766	0.34320040942260	-2.4027186872880
166.66799926758	0.34651430338445	-2.2929867653849
167.16700744629	0.34987312658439	-2.1834200662329
167.66600036621	0.35329140826625	-2.0740118843285
168.16499328613	0.35676342681536	-1.9647607392164
168.66400146484	0.36028841755753	-1.8556599517211
169.16299438477	0.36387689373181	-1.7467141056811
169.66200256348	0.36752352931656	-1.6379163528816
170.16099548340	0.37123354332916	-1.5292597587705
170.66000366211	0.37500198834831	-1.4207547614898
171.15899658203	0.37883747136806	-1.3123886381550
171.65800476074	0.38273392903551	-1.2041662286817
172.15699768066	0.38669983014732	-1.0960746634866
172.65600585938	0.39072912246478	-0.98811876230253
173.15499877930	0.39482799242274	-0.88030342613494
173.65400695801	0.39899589584299	-0.77260983261357
174.15299987793	0.40323576129475	-0.66504892670769
174.65199279785	0.40754507839252	-0.55761361133191
175.15100097656	0.41192417254296	-0.45030282677209
175.64999389648	0.41637641219439	-0.34311578768370
176.14900207520	0.42090221561795	-0.23604544571080
176.64799499512	0.42550030806136	-0.12910274524667
177.14700317383	0.43017420748061	-0.022268835183478
177.64599609375	0.43491964757445	0.084451276606713
178.14500427246	0.43974313743792	0.19104664155327
178.64399719238	0.44464188764308	0.29754202196260
179.14300537109	0.44961945615165	0.40392061327511
179.64199829102	0.45467165758703	0.51018908365771
180.14100646973	0.45979724891417	0.61635447569589
180.63999938965	0.46500288418670	0.72241018485836
181.13900756836	0.47028418817501	0.82836622399601
181.63800048828	0.47564334187563	0.93421590094701
182.13699340820	0.48107906752261	1.0399662094138
182.63600158691	0.48659055479321	1.1456119087198
183.13499450684	0.49217924547950	1.2511660876420
183.63400268555	0.49784770292763	1.3566175483460
184.13299560547	0.50358783245286	1.4619850435726
184.63200378418	0.50940449470608	1.5672457895384
185.13099670410	0.51529831901908	1.6724241208363
185.63000488281	0.52126397867842	1.7775152709430
186.12899780273	0.52730697141447	1.8825140084326
186.62800598145	0.53342278409168	1.9874273598921
187.12699890137	0.53961240991507	2.0922501025910
187.62600708008	0.54587489119070	2.1970007465645
188.12500000000	0.55220914269362	2.3016625535411
188.62399291992	0.55861215311519	2.4062420880029
189.12300109863	0.56508632075964	2.5107523475934
189.62199401855	0.57162868534075	2.6151822059744
190.12100219727	0.57824224980000	2.7195383689947
190.61999511719	0.58492509339101	2.8238158761243
191.11900329590	0.59166962299270	2.9280329164504
191.61799621582	0.59848060407021	3.0321793943663
192.11700439453	0.60535716498427	3.1362549464342
192.61599731445	0.61229820180812	3.2402732418086
193.11500549316	0.61929725592946	3.3442284912800
193.61399841309	0.62636007447670	3.4481282340863
194.11300659180	0.63348405410154	3.5519727288861
194.61199951172	0.64066118760743	3.6557567268623
195.11099243164	0.64789881117175	3.7594871964793
195.61000061035	0.65519091699126	3.8631765758959
196.10899353027	0.66253895981891	3.9668084241108
196.60800170898	0.66993963234626	4.0704071824244
197.10699462891	0.67738997514135	4.1739552179928
197.60600280762	0.68489354889443	4.2774718229230
198.10499572754	0.69244689874849	4.3809520982607
198.60400390625	0.70004737150421	4.4843958901550
199.10299682617	0.70769494676829	4.5878230927851
199.60200500488	0.71538692360787	4.6912158335501
200.10099792480	0.72312408282617	4.7945807593770
200.60000610352	0.73090315972630	4.8979367705382
201.09899902344	0.73872330876483	5.0012732726965
201.59800720215	0.74658663295569	5.1045971822846
202.09700012207	0.75448595856586	5.2079139416431
202.59599304199	0.76242091449200	5.3112188289955
203.09500122070	0.77039969062312	5.4145267975358
203.59399414063	0.77840740367709	5.5178411610336
204.09300231934	0.78645425660570	5.6211594667806
204.59199523926	0.79453093726766	5.7244813182856
205.09100341797	0.80264283976645	5.8278323767474
205.58999633789	0.81078272761693	5.9311886686373
206.08900451660	0.81895760930230	6.0345751215725
206.58799743652	0.82715872421765	6.1379812934345
207.08700561523	0.83539123785880	6.2414253705097
207.58599853516	0.84364979938596	6.3449024831985
208.08500671387	0.85193882962110	6.4484202572823
208.58399963379	0.86025508323450	6.5519844177969
209.08299255371	0.86859786149721	6.6555968829979
209.58200073242	0.87696086171300	6.7592682108791
210.08099365234	0.88535379566402	6.8629974437960
210.58000183105	0.89377383327174	6.9667880055110
211.07899475098	0.90221528873316	7.0706416641971
211.57800292969	0.91068497074386	7.1745792720315
212.07699584961	0.91917635113056	7.2785934057302
212.57600402832	0.92769501676465	7.3826915841438
213.07499694824	0.93623656892921	7.4868759852497
213.57400512695	0.94480509577661	7.5911587550209
214.07299804688	0.95339954128301	7.6955414910524
214.57200622559	0.96201629486831	7.8000233182609
215.07099914551	0.97066462267700	7.9046256865045
215.57000732422	0.97933453903658	8.0093308069886
216.06900024414	0.98803417408695	8.1141632627518
216.56799316406	0.99676245990281	8.2191189597182
217.06700134277	1.0055224009764	8.3242169361445
217.56599426270	1.0143136667039	8.4294408084621
218.06500244141	1.0231328030120	8.5348134390478
218.56399536133	1.0319864488256	8.6403326210831
219.06300354004	1.0408703368494	8.7460033834945
219.56199645996	1.0497936898817	8.8518355586466
220.06100463867	1.0587534618665	8.9578398709236
220.55999755859	1.0677521204527	9.0640069222279
221.05900573730	1.0767895783274	9.1703485578544
221.55799865723	1.0858710405340	9.2768804400673
222.05700683594	1.0949953377464	9.3835893652726
222.55599975586	1.1041667957634	9.4904977288755
223.05499267578	1.1133876482714	9.5975971298085
223.55400085449	1.1226560076853	9.7049165091723
224.05299377441	1.1319778759263	9.8124290963627
224.55200195313	1.1413601729207	9.9201719379727
225.05099487305	1.1507934509553	10.028122566050
225.55000305176	1.1602934127588	10.136304449986
226.04899597168	1.1698586444642	10.244718571432
226.54800415039	1.1794866360379	10.353376900871
227.04699707031	1.1891835283251	10.462262472074
227.54600524902	1.1989558031478	10.571403589450
228.04499816895	1.2088028909954	10.680799210258
228.54400634766	1.2187239710032	10.790457079510
229.04299926758	1.2287364051299	10.900376117770
229.54200744629	1.2388302258334	11.010564702544
230.04100036621	1.2490173014573	11.121030307401
230.53999328613	1.2592918163163	11.231768000447
231.03900146484	1.2696687712898	11.342790541804
231.53799438477	1.2801461788268	11.454112158947
232.03700256348	1.2907281477990	11.565730057902
232.53599548340	1.3014147380096	11.677634938151
233.03500366211	1.3122221493283	11.789852744490
233.53399658203	1.3231438949249	11.902384119610
234.03300476074	1.3341827419842	12.015225881041
234.53199768066	1.3453541880305	12.128383055758
235.03100585938	1.3566499829101	12.241867551652
235.52999877930	1.3680852092612	12.355681750108
236.02900695801	1.3796538456816	12.469825809526
236.52799987793	1.3913691291196	12.584309829581
237.02699279785	1.4032325125539	12.699134242245
237.52600097656	1.4152525074089	12.814304189244
238.02499389648	1.4274255127034	12.929829897382
238.52400207520	1.4397639786266	13.045709379515
239.02299499512	1.4522661687551	13.161942582664
239.52200317383	1.4649427911774	13.278548795734
240.02099609375	1.4777958427884	13.395510994311
240.52000427246	1.4908331284115	13.512847159894
241.01899719238	1.5040534395335	13.630563691794
241.51800537109	1.5174729874068	13.748660449123
242.01699829102	1.5310814567758	13.867132874569
242.51600646973	1.5448995281399	13.986004184808
243.01499938965	1.5589215653889	14.105251982774
243.51400756836	1.5731522508572	14.224900286677
244.01300048828	1.5876093476894	14.344954493339
244.51199340820	1.6022844083521	14.465404333651
245.01100158691	1.6171843597357	14.586250674071
245.50999450684	1.6323235025819	14.707512153918
246.00900268555	1.6476981472848	14.829184436418
246.50799560547	1.6633198532986	14.951274691260
247.00700378418	1.6791855407989	15.073774834197
247.50599670410	1.6953111383459	15.196711418215
248.00500488281	1.7116900773719	15.320059802236
248.50399780273	1.7283353809264	15.443838755030
249.00300598145	1.7452521767620	15.568053927457
249.50199890137	1.7624451571178	15.692702403480
250.00100708008	1.7799181926912	15.817789080489
250.50000000000	1.7976772294776	15.943309758862
250.99899291992	1.8157271873906	16.069280731286
251.49800109863	1.8340721878868	16.195700943455
251.99699401855	1.8527186675416	16.322560170360
252.49600219727	1.8716748577874	16.449885960417
252.99499511719	1.8909370853510	16.577652381395
253.49400329590	1.9105208065711	16.705892404045
253.99299621582	1.9304235565447	16.834585113681
254.49200439453	1.9506554249401	16.963738065499
254.99099731445	1.9712223381286	17.093364790832
255.49000549316	1.9921254566666	17.223464391089
255.98899841309	2.0133675247230	17.354028089822
256.48800659180	2.0349640327532	17.485072277094
256.98699951172	2.0569053804523	17.616599116100
257.48599243164	2.0792133168972	17.748614282929
257.98498535156	2.1018809536199	17.881099119496
258.48400878906	2.1249209544465	18.014086579750
258.98300170898	2.1483246547422	18.147551770896
259.48199462891	2.1721174743169	18.281526556505
259.98098754883	2.1962863558226	18.415989203158
260.48001098633	2.2208465793051	18.550961483878
260.97900390625	2.2457994307522	18.686430490348
261.47799682617	2.2711537549885	18.822417786360
261.97698974609	2.2969071804698	18.958909611331
262.47601318359	2.3230725033397	19.095911725023
262.97500610352	2.3496528752234	19.233438828135
263.47399902344	2.3766553978482	19.371489667281
263.97299194336	2.4040767065517	19.510061203086
264.47198486328	2.4319255868258	19.649170642612
264.97100830078	2.4602124440365	19.788799538447
265.47000122070	2.4889330025556	19.928963571289
265.96899414063	2.5181034314815	20.069689342438
266.46798706055	2.5477179524360	20.210943566888
266.96701049805	2.5777917908274	20.352754530140
267.46600341797	2.6083209010251	20.495112865923
267.96499633789	2.6393199864030	20.638033897756
268.46398925781	2.6707871447789	20.781520372350
268.96301269531	2.7027272149149	20.925570720000
269.46200561523	2.7351495238164	21.070190074218
269.96099853516	2.7680609653398	21.215389242838
270.45999145508	2.8014601044132	21.361168421497
270.95901489258	2.8353594284386	21.507533040910
271.45800781250	2.8697621564087	21.654506711790
271.95700073242	2.9046697185034	21.802056752130
272.45599365234	2.9400966971637	21.950231716298
272.95498657227	2.9760395387221	22.098998927267
273.45401000977	3.0125060068408	22.248380989021
273.95300292969	3.0495067246421	22.398386916154
274.45199584961	3.0870482864837	22.549024470377
274.95098876953	3.1251375994771	22.700293112424
275.45001220703	3.1637730814404	22.852203396911
275.94900512695	3.2029593950901	23.004746266641
276.44799804688	3.2427213494396	23.157957305305
276.94699096680	3.2830485233809	23.311823021350
277.44601440430	3.3239510201048	23.466357561518
277.94500732422	3.3654365632971	23.621566607704
278.44400024414	3.4075147335754	23.777451718757
278.94299316406	3.4501944220707	23.934031860886
279.44198608398	3.4934795959220	24.091311486437
279.94100952148	3.5373802033040	24.249295455894
280.44000244141	3.5819006120531	24.407988359183
280.93899536133	3.6270530606682	24.567410091283
281.43798828125	3.6728455548205	24.727559934219
281.93701171875	3.7192854567551	24.888448961164
282.43600463867	3.7663748500113	25.050081995502
282.93499755859	3.8141332141514	25.212471397652
283.43399047852	3.8625721659210	25.375636652837
283.93301391602	3.9116824688354	25.539565383378
284.43200683594	3.9614987253905	25.704291651495
284.93099975586	4.0120061575138	25.869802566663
285.42999267578	4.0632333713058	26.036121580491
285.92898559570	4.1151867521809	26.203261796811
286.42800903320	4.1678742553545	26.371224342789
286.92700195313	4.2213074963414	26.540014638942
287.42599487305	4.2755042734988	26.709670882142
287.92498779297	4.3304622001964	26.880166067812
288.42401123047	4.3862101505197	27.051534872112
288.92300415039	4.4427521606059	27.223783279999
289.42199707031	4.5001030508667	27.396931513244
289.92098999023	4.5582744830136	27.570969448197
290.42001342773	4.6172826037236	27.745933832923
290.91900634766	4.6771422049264	27.921829760924
291.41799926758	4.7378612626179	28.098652391547
291.91699218750	4.7994655417286	28.276428918195
292.41598510742	4.8619635590933	28.455170332933
292.91500854492	4.9253683675021	28.634881956302
293.41400146484	4.9897026456553	28.815586574502
293.91299438477	5.0549892481246	28.997299231501
294.41198730469	5.1212339392504	29.180017880714
294.91101074219	5.1884546264508	29.363761884221
295.41000366211	5.2566733881206	29.548552646324
295.90899658203	5.3259146517527	29.734393845282
296.40798950195	5.3961941962522	29.921309626952
