# Q3 Parity Data
# [VoltageBias(mV), ParityRate(sec^-1), Uncertainty, FitFidelity]
#-------------------------------------------------------
1.800000000000000000e+02 1.307166627086747042e+02 3.395000631977861616e+00 4.057282361765465195e-01
1.850000000000000000e+02 1.326316226290471150e+02 3.569592642107470848e+00 4.655210073267648241e-01
1.900000000000000000e+02 1.283798469100170792e+02 1.172480730069513033e+00 5.218148338390597996e-01
1.950000000000000000e+02 2.065186900911436680e+02 9.369302489960759317e+00 5.745585263143417887e-01
2.000000000000000000e+02 1.671370294787685680e+02 1.952376925383025208e+00 4.909280236885894544e-01
2.050000000000000000e+02 1.558986837878593974e+02 4.135853852686527610e+00 5.109834818026918191e-01
2.100000000000000000e+02 1.452321276643257590e+02 6.465899793077051205e-01 5.158150544674452442e-01
2.150000000000000000e+02 1.283577311838985509e+02 5.681160181678474252e+00 5.366885647226113942e-01
2.200000000000000000e+02 1.388651396076812432e+02 1.456552041686763221e+00 5.413728416061507343e-01
2.250000000000000000e+02 1.315063375751944079e+02 3.388958725920369286e+00 5.208578474681730963e-01
2.300000000000000000e+02 1.238878126045705983e+02 2.556800348470172679e+00 5.230596795784159259e-01
2.350000000000000000e+02 1.366452769924100608e+02 2.305689737510250747e+00 4.721826515675434099e-01
2.400000000000000000e+02 1.343094727352767563e+02 3.444283982831322088e+00 5.816597803382677068e-01
2.410000000000000000e+02 1.334085248869977534e+02 4.433386806205565023e+00 6.074439905154647157e-01
2.420000000000000000e+02 1.388451482128542125e+02 1.841232727246682410e+00 5.879835135318214334e-01
2.430000000000000000e+02 1.471776637709287741e+02 2.623925707132016782e+00 5.390242901900977879e-01
2.440000000000000000e+02 1.503992059996694195e+02 5.058596274734682652e+00 4.807780665008826171e-01
2.450000000000000000e+02 1.452794084482317487e+02 4.473879550092485502e+00 4.788624976075093187e-01
2.460000000000000000e+02 1.481149815240071348e+02 3.860328423136564879e+00 5.330060999114928366e-01
2.470000000000000000e+02 1.517447587847615864e+02 2.958218981899340072e+00 5.437756442948566971e-01
2.480000000000000000e+02 1.503316060415725701e+02 3.434527688731874306e+00 5.787630594739122669e-01
2.490000000000000000e+02 1.700841624568438419e+02 3.297183866243550643e+00 4.978865479220423440e-01
2.500000000000000000e+02 1.685578336273662501e+02 4.245206346519824869e+00 4.794019343877350958e-01
2.510000000000000000e+02 1.668822612211449723e+02 1.657219120251910649e+00 5.272514378026389448e-01
2.520000000000000000e+02 1.643910802585537567e+02 2.117663119360687851e+00 5.291141486240287239e-01
2.530000000000000000e+02 1.704640261478991476e+02 3.381284471171090988e+00 5.217325957036670347e-01
2.540000000000000000e+02 1.689594685157122456e+02 2.400015363152848913e+00 5.307175536217445533e-01
2.550000000000000000e+02 1.786053447572093660e+02 3.350735716323511415e+00 5.270845446794145683e-01
2.560000000000000000e+02 1.760385105223111282e+02 3.727777898457921957e+00 5.098923223946879579e-01
2.570000000000000000e+02 1.866171907016859564e+02 4.776868039315093739e+00 4.736661745589331174e-01
2.580000000000000000e+02 1.751287211574220350e+02 4.672936418069921771e+00 4.707168149640261201e-01
2.590000000000000000e+02 1.982932425740758333e+02 3.084099412537158358e+00 4.694449676960124052e-01
2.600000000000000000e+02 1.999354645150926331e+02 5.819382849496420818e+00 4.975959544965097292e-01
2.610000000000000000e+02 2.448016804316732191e+02 8.556232624746858306e+00 5.027391898514755875e-01
2.620000000000000000e+02 2.879719336522350090e+02 4.714085672191067999e+00 5.092134725061472356e-01
2.630000000000000000e+02 3.187069887677267843e+02 4.787463592199723728e+00 5.046832505108889144e-01
2.640000000000000000e+02 3.423045640417202549e+02 4.100905507263606253e+00 5.175233437433252037e-01
2.650000000000000000e+02 3.399049106466306398e+02 4.533694452621301885e+00 5.114690052649494278e-01
2.660000000000000000e+02 3.393662339916683095e+02 9.141369908890649043e+00 5.645936847986501306e-01
2.670000000000000000e+02 3.280769407003322158e+02 9.105222259650172845e+00 6.002775009506289283e-01
2.680000000000000000e+02 3.194302342489015132e+02 5.655843464849921176e+00 5.854907789041200461e-01
2.690000000000000000e+02 3.460089857829085531e+02 6.759607015968404298e+00 5.982121021269097838e-01
2.700000000000000000e+02 3.896299566146568623e+02 1.120379264000694697e+01 5.685805390381591939e-01
2.710000000000000000e+02 4.386060334983831126e+02 4.425725494323073050e+00 5.700463046557358027e-01
2.720000000000000000e+02 4.371438973531859915e+02 6.867464641242299273e+00 5.840874051008589918e-01
2.730000000000000000e+02 4.635933212648742483e+02 7.634877536581463175e+00 5.645411220917022632e-01
2.740000000000000000e+02 5.223570530842735025e+02 6.935609063272730523e+00 5.518660462615497808e-01
2.750000000000000000e+02 6.025784440511412186e+02 1.060544733957681096e+01 4.555805468267405955e-01
2.760000000000000000e+02 6.250541521606486413e+02 7.789909410678363955e+00 4.101624475390671098e-01
2.770000000000000000e+02 5.835416368252062966e+02 1.129788935706457487e+01 4.140548385889130656e-01
2.780000000000000000e+02 5.554555623625462886e+02 7.537741027611819078e+00 4.223437480461676441e-01
2.790000000000000000e+02 5.716009824256178717e+02 1.094075494796674164e+01 4.297243016757788525e-01
2.800000000000000000e+02 6.124119796783332959e+02 9.845482859446940793e+00 4.159495650802402800e-01
2.810000000000000000e+02 6.062151402644465179e+02 9.458114944598515095e+00 4.208415063549360569e-01
2.820000000000000000e+02 5.671630038543429464e+02 1.018741646968336489e+01 4.060044624444468231e-01
2.830000000000000000e+02 5.053828526250280788e+02 8.680292224537771162e+00 4.044931652668720123e-01
2.840000000000000000e+02 5.209587687372659275e+02 1.057507398414952782e+01 4.298972784543926284e-01
2.850000000000000000e+02 5.490348103987272452e+02 8.618154116105069207e+00 4.369561847956177636e-01
2.860000000000000000e+02 5.434612718962530380e+02 1.127078785599475097e+01 4.266749979656994651e-01
2.870000000000000000e+02 4.981879976147979505e+02 6.488811630015948850e+00 4.500685453166521910e-01
2.880000000000000000e+02 4.632745568584361990e+02 7.963385469465087851e+00 4.032908653634199592e-01
2.890000000000000000e+02 4.549335270658730792e+02 7.270978866476828451e+00 4.093287209884609035e-01
2.900000000000000000e+02 4.896883736712006794e+02 6.574287391972952754e+00 4.284998625732150956e-01
2.910000000000000000e+02 4.805738701719933488e+02 7.915681833926792699e+00 4.307994299127634874e-01
2.920000000000000000e+02 4.301080757986035792e+02 8.672693792797236512e+00 4.712674269666276561e-01
2.930000000000000000e+02 3.763738398462187433e+02 1.050322436876366083e+01 4.717769006519538233e-01
2.940000000000000000e+02 3.665667545352821435e+02 4.591021320658256855e+00 4.441979352806258996e-01
2.950000000000000000e+02 3.581808295365038362e+02 2.167176277725116673e+00 4.731372924211638131e-01
2.960000000000000000e+02 3.198218058418667056e+02 4.624811699409969279e+00 4.208620784767928003e-01
2.970000000000000000e+02 2.842759835607163268e+02 2.321379000219291999e+00 4.148224392886266654e-01
2.980000000000000000e+02 2.588598522424343287e+02 3.611987090900202979e+00 4.298723035451974539e-01
2.990000000000000000e+02 2.234860759680566957e+02 5.077304316487981417e+00 4.170232999949641806e-01
3.000000000000000000e+02 2.117775764514598791e+02 5.358734371325797774e+00 4.527602284678587385e-01
3.010000000000000000e+02 2.156603674742190719e+02 6.481497008267409043e+00 4.857582676491621898e-01
3.020000000000000000e+02 2.088763071125692363e+02 2.884648411702215309e+00 4.824646099936019672e-01
3.030000000000000000e+02 2.348615378693136222e+02 6.217278014992952073e+00 4.689548612881238587e-01
3.040000000000000000e+02 2.640307460161345148e+02 3.888385020679499871e+00 4.810416868937777979e-01
3.050000000000000000e+02 2.484120034175615785e+02 4.528716002490446257e+00 4.892237695186683055e-01
3.060000000000000000e+02 2.308384604440375938e+02 2.194751029611779369e+00 4.744299115587325977e-01
3.070000000000000000e+02 2.055352797249130674e+02 6.194461600460310358e+00 4.927338730893152663e-01
3.080000000000000000e+02 1.947645016138975791e+02 2.686097177729485974e+00 4.706428318776295083e-01
3.090000000000000000e+02 1.955649909429503737e+02 6.679863881266713044e+00 4.650744186898584376e-01
3.100000000000000000e+02 2.031064519097348580e+02 2.273656076214409794e+00 4.709911291691068480e-01
3.110000000000000000e+02 2.126674648998976522e+02 5.696181234126502346e+00 4.201041469686362939e-01
3.120000000000000000e+02 2.223722996991287744e+02 2.072473243891521211e+00 4.269536022240882356e-01
3.130000000000000000e+02 2.117913817681765636e+02 7.079043404690779973e+00 4.456185932404050365e-01
3.140000000000000000e+02 2.187741375637009753e+02 5.957531431883499984e+00 4.450470892842053883e-01
3.150000000000000000e+02 1.995089484660374808e+02 4.708913459051372818e+00 4.525256733237721929e-01
3.160000000000000000e+02 1.902413075729178615e+02 4.082363026793830452e-01 4.573809397607236926e-01
3.170000000000000000e+02 1.828625765045747755e+02 5.056725591321200142e+00 4.564073622649053030e-01
3.180000000000000000e+02 1.652895153881224815e+02 4.225079794235336195e+00 4.916215059001770027e-01
3.190000000000000000e+02 1.629457048457682617e+02 5.069934766936620818e+00 4.773168024807714072e-01
3.200000000000000000e+02 1.617180579359925616e+02 3.355983273312329374e+00 4.040259705442229565e-01
3.250000000000000000e+02 1.522204457949623588e+02 4.507558139354274296e+00 4.006161675977944481e-01
3.300000000000000000e+02 1.435968214230231581e+02 6.343935235121606731e+00 3.990472725475859850e-01
3.350000000000000000e+02 1.461664861306721264e+02 1.732291861489811957e+00 4.203015774539812233e-01
3.400000000000000000e+02 1.567507023548577649e+02 6.150213507639696431e+00 3.789297674085642109e-01
3.450000000000000000e+02 1.317699700287735141e+02 2.324205272762505547e+00 3.597019508103889152e-01
3.500000000000000000e+02 1.306406594800209575e+02 4.502656763851951460e+00 3.579211027038872173e-01
3.550000000000000000e+02 1.358870382677694693e+02 3.928747380803374156e+00 3.669369260807279209e-01
3.600000000000000000e+02 1.331650778623156839e+02 2.718061986932791108e+00 4.319622514210082476e-01
3.650000000000000000e+02 1.274968365471380878e+02 1.685230430318296779e+00 4.650668882381383540e-01
3.700000000000000000e+02 1.270629660608571356e+02 1.932839222216173880e+00 4.948426568381057988e-01
3.750000000000000000e+02 1.334031263631029560e+02 1.002036574956550963e+00 5.186799727412684247e-01
3.800000000000000000e+02 1.334703668251340218e+02 3.065620035379066355e+00 5.033952864882962341e-01
3.850000000000000000e+02 1.423582922657597578e+02 3.142988650120842831e+00 4.944248087474956144e-01
3.900000000000000000e+02 1.316117233468859808e+02 2.239883651751476634e+00 4.782771451113041472e-01
3.950000000000000000e+02 1.214520669445421674e+02 2.772912535157411540e+00 4.977098088369002471e-01
4.000000000000000000e+02 1.307670746852603259e+02 3.899861806769305161e+00 5.134585940281566341e-01
4.050000000000000000e+02 1.225278002264247164e+02 1.757143339223373957e+00 5.010086160701670011e-01
4.100000000000000000e+02 1.296441413570267684e+02 3.126803704605667367e+00 4.990953980088320696e-01
4.150000000000000000e+02 1.306088545096693565e+02 3.838037809340173023e+00 5.041542301065851106e-01
4.200000000000000000e+02 1.459424354940199180e+02 2.426090388238919981e+00 4.569401288233508329e-01
4.250000000000000000e+02 1.359058561023800848e+02 2.764987971955428225e+00 4.031582587885046420e-01
4.300000000000000000e+02 1.438863658210233893e+02 3.480141167614858144e+00 4.107998114731250539e-01
4.350000000000000000e+02 1.510040784356702659e+02 7.919451781575340021e+00 4.150374050418165206e-01
4.400000000000000000e+02 1.435934377703797225e+02 6.160475992833738257e-01 4.209033331666306443e-01
4.450000000000000000e+02 1.358456611784486654e+02 2.890284687359471860e+00 4.786343508130881941e-01
4.500000000000000000e+02 1.472658358133641912e+02 2.282760056132403736e+00 5.351591386441583165e-01
4.550000000000000000e+02 1.437142904750417642e+02 3.492716997942026502e+00 4.798123227008589398e-01
4.600000000000000000e+02 1.384106014585539128e+02 3.343874514771054240e+00 5.165000150235981025e-01
4.650000000000000000e+02 1.464616238923392757e+02 2.746265580988259458e+00 5.536178097281447830e-01
4.700000000000000000e+02 1.447989507668234523e+02 5.830868561903093550e+00 5.478533742488216340e-01
4.750000000000000000e+02 1.401324476478174859e+02 1.942200982212646698e+00 5.488684995446844184e-01
4.800000000000000000e+02 1.616252394102774872e+02 2.497511196448435111e+00 4.889659121045198953e-01
4.850000000000000000e+02 1.456834717571613851e+02 2.163507385576500130e+00 4.500463388549393318e-01
4.900000000000000000e+02 1.664815603354712437e+02 4.478499135897336281e+00 4.199358676736100193e-01
4.950000000000000000e+02 1.623708070499939993e+02 4.851543738209605827e+00 4.173952266237985209e-01
5.000000000000000000e+02 1.654897754673036161e+02 2.393096174157056666e+00 4.238931950835948537e-01
5.050000000000000000e+02 1.680550654756479219e+02 2.473985285183791571e+00 4.031815231334061056e-01
5.100000000000000000e+02 1.540127114132233714e+02 4.459360740397812606e+00 3.906616537351171869e-01
5.150000000000000000e+02 1.537904615080030339e+02 6.230199927233369905e+00 3.839924947265857536e-01
5.200000000000000000e+02 1.605562046313863505e+02 4.592249317082562676e+00 3.660642105923297973e-01
5.250000000000000000e+02 1.551248643900877937e+02 4.019632004005871728e+00 4.118312130970552265e-01
5.300000000000000000e+02 1.622520459633601035e+02 4.391181413089203289e+00 4.446237074734893935e-01
5.350000000000000000e+02 1.576734740048333094e+02 3.750980622831854738e+00 5.108053571940022186e-01
5.400000000000000000e+02 1.598164204589713222e+02 2.247255175209176503e+00 5.219047352475687518e-01
5.450000000000000000e+02 1.690682412806474701e+02 1.339818696647722129e+00 4.972839302754528679e-01
5.500000000000000000e+02 1.645639008097373619e+02 3.406362392045024556e+00 5.314668354153158081e-01
5.550000000000000000e+02 1.762843198200324366e+02 2.716817401906337803e+00 5.339945960990568619e-01
5.600000000000000000e+02 1.745559510616442367e+02 2.360546531301928930e+00 5.313138571411963884e-01
5.650000000000000000e+02 1.806365046705979580e+02 3.952008675256505121e+00 5.419870499982664125e-01
5.700000000000000000e+02 1.945777591843579444e+02 1.854643627379253257e+00 5.412833992366582470e-01
5.750000000000000000e+02 1.937135127985401368e+02 2.980456508736714305e+00 5.386760437377172694e-01
5.800000000000000000e+02 1.927248912649787655e+02 4.149983155017083369e+00 5.340345896055309627e-01
5.850000000000000000e+02 2.012225023130316117e+02 5.550335772544663371e+00 5.520100163391826742e-01
5.900000000000000000e+02 2.156212467235056067e+02 5.648881250635871432e+00 5.609366389592209678e-01
5.950000000000000000e+02 2.149783386789493420e+02 3.049655685279929251e+00 5.591063546075333290e-01
6.000000000000000000e+02 2.170186284271735531e+02 5.464705158051358147e+00 4.897691498032599178e-01
6.050000000000000000e+02 2.315787355850155222e+02 3.885528403020274801e+00 5.168283594785373358e-01
6.100000000000000000e+02 2.395647121741163517e+02 4.292295236184020091e+00 5.291766449930719318e-01
6.150000000000000000e+02 2.413343957561815785e+02 3.487595469502396739e+00 5.453378000455895158e-01
6.200000000000000000e+02 2.456155150346399410e+02 6.772692578216474857e+00 5.400245585414267246e-01
6.250000000000000000e+02 2.528193911379795793e+02 6.861662526515822869e+00 5.569142968338720578e-01
6.300000000000000000e+02 2.554854449347793093e+02 4.977111984656798604e+00 5.683030502672552498e-01
6.350000000000000000e+02 2.681358808933323417e+02 4.070844573106695563e+00 5.648477360114767531e-01
6.400000000000000000e+02 2.717727634228923534e+02 6.285493544952509559e+00 5.181175426541859697e-01
6.450000000000000000e+02 2.771945410782432191e+02 4.452537174167788159e+00 4.599265500208830626e-01
6.500000000000000000e+02 2.921178097594752785e+02 8.432896165824836032e+00 4.643313299715376985e-01
6.550000000000000000e+02 2.900792301177110062e+02 2.232538483797506412e+00 4.515482749318520672e-01
6.600000000000000000e+02 3.004132331043805380e+02 4.500649024453468705e+00 4.210356079647633587e-01
6.650000000000000000e+02 3.017501947131293036e+02 8.105973447695840051e+00 4.055042891154633788e-01
6.700000000000000000e+02 3.106315261183561915e+02 6.080329337572360160e+00 4.306065480587651928e-01
6.750000000000000000e+02 3.106644741670662029e+02 5.652717072648153263e+00 4.367117701962969778e-01
6.800000000000000000e+02 3.290121491281522026e+02 7.366025523703012112e+00 4.292308920071897238e-01
6.850000000000000000e+02 3.301923728919436485e+02 6.024005319502812483e+00 4.253118183342797787e-01
6.900000000000000000e+02 3.378412358473743780e+02 6.038345169935667833e+00 4.434655554164612101e-01
7.000000000000000000e+02 3.744513228998376917e+02 4.932903736594790978e+00 3.943618887256880035e-01
7.500000000000000000e+02 8.169840703594348952e+02 1.332626335172010990e+01 3.952350044642691795e-01
8.000000000000000000e+02 1.773029131710869478e+03 3.837945321949354849e+01 3.940486707879003458e-01
8.500000000000000000e+02 2.512141139117318744e+03 4.570998052044135562e+01 4.100645188672681907e-01
9.000000000000000000e+02 2.302479551498006458e+03 4.658490845301481187e+01 4.640699670161607671e-01
9.500000000000000000e+02 2.245673533359653447e+03 2.281536427512547860e+01 5.471887987864721969e-01
1.000000000000000000e+03 2.256504807233651718e+03 3.314098022747364070e+01 4.765515651277164033e-01
1.050000000000000000e+03 2.290758009966257305e+03 2.630696266891674995e+01 4.320556636460279321e-01
1.100000000000000000e+03 2.270786070421396744e+03 1.969850149529911931e+01 4.650414899012458303e-01
1.150000000000000000e+03 2.193013635350281220e+03 3.796961689315601518e+01 4.660603715179735262e-01
1.200000000000000000e+03 2.407279876265530220e+03 4.657641881369681869e+01 4.317511475011667210e-01
1.250000000000000000e+03 2.375974938409735842e+03 3.904729140125277098e+01 4.310039595655297817e-01
1.300000000000000000e+03 2.419424382863044229e+03 3.968394440003982737e+01 4.096738344664266895e-01
1.350000000000000000e+03 2.362682012280961771e+03 2.506037102828375751e+01 4.238014583275216962e-01
1.400000000000000000e+03 2.255208469054798115e+03 4.213212287367267095e+01 4.260298621107907469e-01
1.450000000000000000e+03 2.415133302341880608e+03 3.750035032971256044e+01 4.223841582021776175e-01
