# Q1 Parity Data
# [VoltageBias(mV), ParityRate(sec^-1), Uncertainty, FitFidelity]
#-------------------------------------------------------
2.150000000000000000e+02 1.132185525434131677e+02 1.360100056464233598e+00 6.021814641754474895e-01
2.200000000000000000e+02 1.158477963451361177e+02 5.233327699920974574e+00 5.377187795846649632e-01
2.250000000000000000e+02 1.075106867892469893e+02 1.857677770853188859e+00 5.406022677727331249e-01
2.300000000000000000e+02 1.115655975444499717e+02 3.848386736486153481e+00 5.541010835023715275e-01
2.350000000000000000e+02 1.037536299287685608e+02 2.430326409569485868e+00 5.277913419306530241e-01
2.400000000000000000e+02 1.176749206632980815e+02 3.349458190725117301e+00 5.096314314308700855e-01
2.450000000000000000e+02 1.136631483125152897e+02 2.859175159978031733e+00 5.045585190144759036e-01
2.500000000000000000e+02 1.166868376605863205e+02 3.488600967257140528e+00 5.200152616111419768e-01
2.550000000000000000e+02 1.640396155186741112e+02 4.443098094033612888e+00 5.116524633459963445e-01
2.600000000000000000e+02 1.410777973393545039e+02 3.697703962328462879e+00 5.021918483243020814e-01
2.650000000000000000e+02 1.908693955064441070e+02 3.813114052579022584e+00 5.111878047311807505e-01
2.700000000000000000e+02 2.304636284760682372e+02 4.104573489006610565e+00 5.173841777837304701e-01
2.750000000000000000e+02 3.519961357031580746e+02 8.074530116166148019e+00 5.132218423777857863e-01
2.800000000000000000e+02 5.100913638765807718e+02 8.015043459125037018e+00 5.095299092650070749e-01
2.850000000000000000e+02 4.255628447436374699e+02 4.477968691596348805e+00 5.446822732036914472e-01
2.900000000000000000e+02 4.034676872023273404e+02 8.966732211565869193e+00 5.437434848906660401e-01
2.950000000000000000e+02 3.424153343632247584e+02 7.089322249935026576e+00 5.455955177341271778e-01
3.000000000000000000e+02 2.859984475047213550e+02 6.586053678665661160e+00 5.350068414747559675e-01
3.050000000000000000e+02 2.761076393355627374e+02 5.719514565560529284e+00 5.037743868692305949e-01
3.100000000000000000e+02 1.751399212208916651e+02 3.535744744169766474e+00 5.061614912578855652e-01
3.150000000000000000e+02 1.992753347323157413e+02 3.818641168437709066e+00 5.181263589865520158e-01
3.200000000000000000e+02 1.728139851261014996e+02 2.528726165788727442e+00 5.377008365688875635e-01
3.250000000000000000e+02 1.565349602148483541e+02 2.646021358502992360e+00 5.401991395865959333e-01
3.300000000000000000e+02 1.511128655647205505e+02 3.033840381540432229e+00 5.333154583686370298e-01
3.350000000000000000e+02 1.359116122125765855e+02 2.630077829178478321e+00 5.286455673181660320e-01
3.400000000000000000e+02 1.216858074272974619e+02 3.877840818615685414e+00 5.071897890268353137e-01
3.450000000000000000e+02 1.333676885704153960e+02 3.944001940722776656e+00 5.374731672011580086e-01
3.500000000000000000e+02 1.214080841541576774e+02 2.226978885762770588e+00 5.330990514298921124e-01
3.550000000000000000e+02 1.233070211971840138e+02 4.393571063747679695e+00 5.485510580968611105e-01
3.600000000000000000e+02 1.282384530314266726e+02 1.387791474935135883e+00 5.488928551796717903e-01
3.650000000000000000e+02 1.106165946158475464e+02 3.853622497294857396e+00 4.866341297544446443e-01
3.700000000000000000e+02 1.208503057757468753e+02 2.497638187855400815e+00 5.458326919421983003e-01
3.750000000000000000e+02 1.078047843317886816e+02 3.819219036569475811e+00 5.408612429475867511e-01
3.800000000000000000e+02 1.133121057722102449e+02 8.459523982519979723e-01 5.728127803942177909e-01
3.850000000000000000e+02 1.191063010106248896e+02 2.164960274008065788e+00 5.760735913471792813e-01
3.900000000000000000e+02 1.145444250269246993e+02 3.764581752238122636e+00 5.706796522250447978e-01
3.950000000000000000e+02 1.078244251338172717e+02 3.411231219852749241e+00 5.133145677834128895e-01
4.000000000000000000e+02 1.112019017175394993e+02 3.232957992544061021e+00 5.137695794173418040e-01
4.050000000000000000e+02 1.113932261210653394e+02 1.861846234654616294e+00 5.939745864388772389e-01
4.100000000000000000e+02 1.079988536302467992e+02 2.157211610026938065e+00 6.014197045416540544e-01
4.150000000000000000e+02 1.180086208943715462e+02 1.984221579518830936e+00 5.918002331641023517e-01
4.200000000000000000e+02 1.105891352505761915e+02 5.532901385690811580e+00 5.905648576349501466e-01
4.250000000000000000e+02 1.131663342879940330e+02 1.594472607430691635e+00 5.927048480247026907e-01
4.300000000000000000e+02 1.129232578601805699e+02 3.509181354644738793e+00 5.988755142666744025e-01
4.350000000000000000e+02 1.247196725281030183e+02 2.317994170715859337e+00 5.941490154710175053e-01
4.400000000000000000e+02 1.139623164213425781e+02 4.046900125986656604e+00 5.904044212751251575e-01
4.450000000000000000e+02 1.160325725190817110e+02 2.205754627010064528e+00 5.884260869587878418e-01
4.500000000000000000e+02 1.141942204741535107e+02 2.157704032863477561e+00 5.803843233523264811e-01
4.550000000000000000e+02 1.185538773985188499e+02 2.644237248972453713e+00 5.479018717968183738e-01
4.600000000000000000e+02 1.265699780594754600e+02 3.086551025702448658e+00 5.045514630215838237e-01
4.650000000000000000e+02 1.230872968120439026e+02 2.994057489247455184e+00 5.075953644662234421e-01
4.700000000000000000e+02 1.210319052214229885e+02 4.139904508864542088e+00 5.055884269396514474e-01
4.750000000000000000e+02 1.354185818207782859e+02 2.189875030762553632e+00 5.050637371636483852e-01
4.800000000000000000e+02 1.311869574667450991e+02 4.606685840799684684e+00 5.041848107795274814e-01
4.850000000000000000e+02 1.223482758778027346e+02 4.693189945304687249e+00 5.355419693673713066e-01
4.900000000000000000e+02 1.328944027149404405e+02 3.046239023708113169e+00 5.363178242407355967e-01
4.950000000000000000e+02 1.422127456355370896e+02 1.883944238671716898e+00 5.315718847488030141e-01
5.000000000000000000e+02 1.412113521742930402e+02 4.034585273808608541e+00 5.309559074125060896e-01
5.050000000000000000e+02 1.394375737176199834e+02 3.819739329093122748e+00 5.216059455255457333e-01
5.100000000000000000e+02 1.385673832820709208e+02 2.366344713454524129e+00 5.270161313315135931e-01
5.150000000000000000e+02 1.439149588750497344e+02 2.676172030655515233e+00 5.055033430350481805e-01
5.200000000000000000e+02 1.474413141415403743e+02 2.094987778056183192e+00 4.941295824573007645e-01
5.250000000000000000e+02 1.450308000892038081e+02 3.667513950997921324e+00 4.897541008894858439e-01
5.300000000000000000e+02 1.503451373437001735e+02 3.252097448257444956e+00 4.930590072127264412e-01
5.350000000000000000e+02 1.663336887318639015e+02 3.648526958234441064e+00 4.907455847393931703e-01
5.400000000000000000e+02 1.553163304599276842e+02 2.786112226204965570e+00 5.321228317309072420e-01
5.450000000000000000e+02 1.494799686285373355e+02 2.817730470761111050e+00 5.299879123807282877e-01
5.500000000000000000e+02 1.540665418791447223e+02 3.892799431496492879e+00 5.294091296010882131e-01
5.550000000000000000e+02 1.254035055120097866e+02 2.607212839842521745e+01 4.654649551512404781e-01
5.600000000000000000e+02 1.545331610596588803e+02 3.491498813369784848e+00 5.474365134777542385e-01
5.650000000000000000e+02 1.587625589916025035e+02 2.695979943049091609e+00 5.108367412764498461e-01
5.700000000000000000e+02 1.690225374565340530e+02 2.910893265369788541e+00 4.990793239855202401e-01
5.750000000000000000e+02 1.706512520683035632e+02 3.740639420644781943e+00 5.012557605547877104e-01
5.800000000000000000e+02 1.682282685654508612e+02 3.554977217465045580e+00 4.944091562222855396e-01
5.850000000000000000e+02 1.735213661096233579e+02 3.176429541406041945e+00 5.084545140008747133e-01
5.900000000000000000e+02 1.854574268742739207e+02 2.908659669219027855e+00 5.315078856429993337e-01
5.950000000000000000e+02 1.885735820146379069e+02 2.789642249061095924e+00 5.182202081873994448e-01
6.000000000000000000e+02 1.935195584566056368e+02 5.292402150638464420e+00 4.903606101457420041e-01
6.050000000000000000e+02 1.992150313008595219e+02 3.398572918119533437e+00 5.355492407313018344e-01
6.100000000000000000e+02 1.948950312861511520e+02 4.796059520309081670e+00 5.320637252340068013e-01
6.150000000000000000e+02 2.032516019106025738e+02 4.293334018556462794e+00 5.406266844425666740e-01
6.200000000000000000e+02 2.067001865297978043e+02 2.525872931684280065e+00 5.186006388051338512e-01
6.250000000000000000e+02 2.135377404817798492e+02 6.644251262505571631e+00 5.295873628869155469e-01
6.300000000000000000e+02 2.174022532920666890e+02 5.282721316222300345e+00 5.623388895469771942e-01
6.350000000000000000e+02 2.160294445836520367e+02 2.001243873927702754e+00 5.781824405501708730e-01
6.400000000000000000e+02 2.267725363570629327e+02 6.349300394532526148e+00 5.757265564090348064e-01
6.450000000000000000e+02 2.231219922615955511e+02 4.333427315015967451e+00 5.656606808328030755e-01
6.500000000000000000e+02 2.308970008163775276e+02 6.413835751903115501e+00 5.027662500589241690e-01
6.550000000000000000e+02 2.419499402363314005e+02 3.008134604385511057e+00 4.904019314469110213e-01
6.600000000000000000e+02 2.514303929310141825e+02 2.197241940802218352e+00 5.112282776987872035e-01
6.650000000000000000e+02 2.609045339461428057e+02 6.131545443210308477e+00 5.580069818989490393e-01
6.700000000000000000e+02 2.527797856799045917e+02 3.567941745356811634e+00 5.153035957926307420e-01
6.750000000000000000e+02 2.598324430146639656e+02 5.441768903859432349e+00 5.297024056840134998e-01
6.800000000000000000e+02 2.761583893824642360e+02 4.559677165751693906e+00 5.318907536921770873e-01
6.850000000000000000e+02 2.750366714089814195e+02 5.545791535384633875e+00 5.263344642023330966e-01
6.900000000000000000e+02 2.856480070466456596e+02 6.263154604954856985e+00 5.231706958994251089e-01
7.000000000000000000e+02 2.991083388056184731e+02 6.239285528546543169e+00 5.468672041617097523e-01
7.500000000000000000e+02 5.214752957775546065e+02 1.000603261946357847e+01 5.542536440126621944e-01
8.000000000000000000e+02 1.253881907375481660e+03 1.486097767038663520e+01 5.650229679903424618e-01
8.500000000000000000e+02 1.785821991158137280e+03 1.547540390054584769e+01 5.601808797716777422e-01
9.000000000000000000e+02 1.801001268717382573e+03 1.917977531629259147e+01 5.541949621556142569e-01
9.500000000000000000e+02 1.804604825155749950e+03 1.636310717610816923e+01 5.658046340632759685e-01
1.000000000000000000e+03 1.801912901430381453e+03 1.484892231075573399e+01 5.671908421696678637e-01
1.050000000000000000e+03 1.815935852595056303e+03 2.005842059070118566e+01 5.550096881673858285e-01
1.100000000000000000e+03 1.801063634261283823e+03 1.897243151731146327e+01 5.498909652597063769e-01
1.150000000000000000e+03 1.783559599771971762e+03 1.403290714429550157e+01 5.419672868038835079e-01
1.200000000000000000e+03 1.806246569881630421e+03 2.662285324190658997e+01 5.486550557240135184e-01
1.250000000000000000e+03 1.793260329491079801e+03 1.276272742758721535e+01 5.281648936985325893e-01
1.300000000000000000e+03 1.793687719748808149e+03 2.062624755385169095e+01 5.290937968887670095e-01
1.350000000000000000e+03 1.799619296823331524e+03 2.192337265125739520e+01 5.266431332855617820e-01
1.400000000000000000e+03 1.806426407406454246e+03 1.830849535499860892e+01 5.290328635742158614e-01
1.450000000000000000e+03 1.808817848140335855e+03 1.217104367758505568e+01 5.317340154907901351e-01
