#Parameters = {a=1000; t=0.1}
#"Frequency / GHz"	"Z1,1 [Real/Imaginary Part] [Re]"	"Z1,1 [Real/Imaginary Part] [Im]"
#-------------------------------------------------------------------------------------
1.0000000000000	-1419.7474666957	-3105.7424697276
1.9989999532700	-406.66747486605	-1785.4657230309
2.9979999065399	-184.67556866795	-1224.1557995222
3.9969999790192	-103.94008738220	-927.17391322359
4.9959998130798	-66.021478519110	-744.97773556565
5.9949998855591	-45.283151762922	-622.14337666242
6.9939999580383	-32.737563076857	-533.82332736106
7.9930000305176	-24.584690358581	-467.29495588870
8.9919996261597	-18.995491567758	-415.38923954002
9.9910001754761	-15.002264349315	-373.76502301589
10.989999771118	-12.054070837581	-339.64211291736
11.989000320435	-9.8185234763771	-311.15851265156
12.987999916077	-8.0854232673775	-287.02077421297
13.987000465393	-6.7168434738464	-266.30267526544
14.986000061035	-5.6187079735111	-248.32325829570
15.984999656677	-4.7256024826391	-232.57122264983
16.983999252319	-3.9907920978603	-218.65481924118
17.982999801636	-3.3798409018622	-206.26912058399
18.982000350952	-2.8674119621776	-195.17301539669
19.981000900269	-2.4341076110143	-185.17355682516
20.979999542236	-2.0652316569720	-176.11437241691
21.979000091553	-1.7492393787807	-167.86740748120
22.978000640869	-1.4770342780176	-160.32684299078
23.976999282837	-1.2415261300932	-153.40445838750
24.975999832153	-1.0368781280685	-147.02610244703
25.975000381470	-0.85837686904195	-141.12898091565
26.974000930786	-0.70230761791325	-135.65961212392
27.972999572754	-0.56547760521979	-130.57215894870
28.972000122070	-0.44528986979860	-125.82699287663
29.971000671387	-0.33952643151771	-121.38984446125
30.969999313354	-0.24641690955922	-117.23087303907
31.968999862671	-0.16440353637366	-113.32383859946
32.967998504639	-0.092172198107617	-109.64585084756
33.966999053955	-0.028616422724006	-106.17657555494
34.965999603271	0.027205929660534	-102.89802854308
35.965000152588	0.076151158576490	-99.794250414293
36.964000701904	0.11891727143067	-96.850967952452
37.963001251221	0.15614915761511	-94.055398184307
38.962001800537	0.18835769238434	-91.396155999578
39.960998535156	0.21604731995873	-88.862853861164
40.959999084473	0.23963858569643	-86.446238428321
41.958999633789	0.25950778047780	-84.137847944139
42.958000183105	0.27599602627492	-81.930051720132
43.957000732422	0.28938834191117	-79.815957976248
44.956001281738	0.29997901564171	-77.789096309108
45.955001831055	0.30799635972166	-75.843849491186
46.953998565674	0.31367382576180	-73.974811967566
47.952999114990	0.31720498928178	-72.177187371528
48.951999664307	0.31877923366060	-70.446466934014
49.951000213623	0.31857725757169	-68.778620471817
50.950000762939	0.31675110836592	-67.169805924771
51.949001312256	0.31344973977830	-65.616566851448
52.948001861572	0.30881430265577	-64.115725578729
53.946998596191	0.30296675200373	-62.664182745406
54.945999145508	0.29603247653710	-61.259283843149
55.944999694824	0.28812209471584	-59.898445005837
56.944000244141	0.27935333651017	-58.579239894298
57.943000793457	0.26982500041613	-57.299443544422
58.942001342773	0.25962988124563	-56.057035970388
59.941001892090	0.24886296759267	-54.850078842206
60.939998626709	0.23760840582625	-53.676714891440
61.938999176025	0.22595828028468	-52.535357620718
62.937999725342	0.21399060088562	-51.424374210799
63.937000274658	0.20177607288879	-50.342332095234
64.935997009277	0.18939702134882	-49.287792929101
65.934997558594	0.17691660933712	-48.259545475056
66.933998107910	0.16439717506676	-47.256292167227
67.932998657227	0.15191191454218	-46.276967898702
68.931999206543	0.13951157639125	-45.320460632135
69.930999755859	0.12725751781525	-44.385806646622
70.930000305176	0.11521151278095	-43.472034137960
71.929000854492	0.10340960547086	-42.578265847055
72.928001403809	0.091915231695732	-41.703631984419
73.927001953125	0.080760432559367	-40.847371000170
74.926002502441	0.069995260569861	-40.008759063456
75.925003051758	0.059660281779900	-39.187031518608
76.924003601074	0.049781210305591	-38.381603105546
77.922996520996	0.040402750484337	-37.591777086824
78.921997070313	0.031550192681067	-36.817010348337
79.920997619629	0.023251978475600	-36.056710092447
80.919998168945	0.015530217048862	-35.310365758246
81.918998718262	0.0084092343176708	-34.577458050241
82.917999267578	0.0019057846962275	-33.857525463583
83.916999816895	-0.0039596919240357	-33.150118517253
84.916000366211	-0.0091829382719361	-32.454793369112
85.915000915527	-0.013748975487243	-31.771161621960
86.914001464844	-0.017638378255244	-31.098825981568
87.913002014160	-0.020872066107019	-30.437415015251
88.912002563477	-0.023430754080557	-29.786593016071
89.911003112793	-0.025311195541753	-29.146025196899
90.910003662109	-0.026535135220289	-28.515364952413
91.908996582031	-0.027096472239385	-27.894337251300
92.907997131348	-0.027002429705079	-27.282652111886
93.906997680664	-0.026269606676489	-26.680015678768
94.905998229980	-0.024909870928866	-26.086160087637
95.904998779297	-0.022932735509256	-25.500853515124
96.903999328613	-0.020356165914524	-24.923838265940
97.902999877930	-0.017214065645713	-24.354869230214
98.902000427246	-0.013509017116409	-23.793728811139
99.901000976563	-0.0092748638344526	-23.240202334097
100.90000152588	-0.0045318414172178	-22.694066029403
101.89900207520	0.00068966963886348	-22.155134544990
102.89800262451	0.0063700625392695	-21.623199639635
103.89700317383	0.012465662273417	-21.098058448328
104.89600372314	0.018962294353475	-20.579550929161
105.89499664307	0.025818772465198	-20.067473820832
106.89399719238	0.033000078610494	-19.561653744810
107.89299774170	0.040487161762832	-19.061923343988
108.89199829102	0.048234763789938	-18.568131257772
109.89099884033	0.056210528015976	-18.080072042923
110.88999938965	0.064382921890332	-17.597615169607
111.88899993896	0.072718312904599	-17.120598920690
112.88800048828	0.081175039370367	-16.648862701537
113.88700103760	0.089736506687459	-16.182257516151
114.88600158691	0.098349162491829	-15.720622589513
115.88500213623	0.10699468896950	-15.263829668021
116.88400268555	0.11563411487383	-14.811705394072
117.88300323486	0.12423667015389	-14.364119304774
118.88200378418	0.13277144934879	-13.920928212185
119.88099670410	0.14121427414349	-13.481990544070
120.87999725342	0.14953746215716	-13.047172990220
121.87899780273	0.15771114757812	-12.616324742226
122.87799835205	0.16571592621294	-12.189308528556
123.87699890137	0.17352201488674	-11.766002839630
124.87599945068	0.18111976910498	-11.346258614292
125.87500000000	0.18847813567049	-10.929952023078
126.87400054932	0.19559148111424	-10.516949454257
127.87300109863	0.20244125560914	-10.107116286516
128.87199401855	0.20902096178504	-9.7003302472612
129.87100219727	0.21531632173589	-9.2964547546490
130.86999511719	0.22132737162074	-8.8953793733516
131.86900329590	0.22704219809503	-8.4969756283805
132.86799621582	0.23246333016149	-8.1011168964607
133.86700439453	0.23759193094945	-7.7076801845572
134.86599731445	0.24243607791006	-7.3165507473985
135.86500549316	0.24699976321520	-6.9276219892531
136.86399841309	0.25128741025597	-6.5407743380386
137.86300659180	0.25531991447322	-6.1559010327997
138.86199951172	0.25910670155514	-5.7728814421708
139.86099243164	0.26266701514870	-5.3916154871105
140.86000061035	0.26601660008648	-5.0120106039589
141.85899353027	0.26917906080692	-4.6339567255125
142.85800170898	0.27218122220823	-4.2573535572896
143.85699462891	0.27504342287572	-3.8821176347176
144.85600280762	0.27779327378431	-3.5081479499125
145.85499572754	0.28046612487063	-3.1353595038915
146.85400390625	0.28309282537922	-2.7636659705284
147.85299682617	0.28569742212304	-2.3929876344511
148.85200500488	0.28832081274463	-2.0232467638183
149.85099792480	0.29099671195026	-1.6543654072888
150.85000610352	0.29375890686611	-1.2862729649300
151.84899902344	0.29664492848846	-0.91890427801560
152.84800720215	0.29969533054039	-0.55218381586683
153.84700012207	0.30294516521234	-0.18606561722468
154.84599304199	0.30643032252467	0.17952539879813
155.84500122070	0.31019444170940	0.54462832336824
156.84399414063	0.31426510564358	0.90931149446138
157.84300231934	0.31869100499821	1.2736136361466
158.84199523926	0.32350002776399	1.6375723987756
159.84100341797	0.32873316170307	2.0012558946663
160.83999633789	0.33442408420571	2.3646837559742
