#Parameters = {co_y=99.65; co_x=75; g=40.35; i_y=199.65; i_x=475; c_y=459.65; c_x=495; eps_eff=6; t=0.1; a=3000}
#"Frequency / GHz"	"Z1,1 [Real/Imaginary Part] [Re]"	"Z1,1 [Real/Imaginary Part] [Im]"
#-------------------------------------------------------------------------------------
92.000000000000	43.860957349892	38.597793391458
92.508003234863	44.190613788856	37.973436145528
93.015998840332	44.469644566307	37.335511341579
93.524002075195	44.696494802113	36.688007072265
94.031997680664	44.870060874575	36.035193589710
94.540000915527	44.989706630939	35.381512950521
95.047996520996	45.055351560034	34.731563394179
95.555999755859	45.067474757501	34.089986809622
96.064002990723	45.027097811484	33.461357553900
96.571998596191	44.935821152157	32.850126015281
97.080001831055	44.795734389086	32.260529048609
97.587997436523	44.609445145065	31.696493375979
98.096000671387	44.379938374808	31.161583548997
98.603996276855	44.110618051758	30.658972153168
99.111999511719	43.805133367119	30.191347664747
99.620002746582	43.467378122136	29.760926141012
100.12799835205	43.101375804980	29.369436685309
100.63600158691	42.711216850812	29.018104063012
101.14399719238	42.301006822332	28.707669546642
101.65200042725	41.874774838975	28.438413628636
102.16000366211	41.436457065701	28.210182841406
102.66799926758	40.989796482831	28.022420636228
103.17600250244	40.538355881568	27.874217755867
103.68399810791	40.085470004527	27.764342503602
104.19200134277	39.634179529090	27.691274583929
104.69999694824	39.187310320791	27.653279767577
105.20800018311	38.747359261591	27.648407227012
105.71600341797	38.316546800031	27.674558998903
106.22399902344	37.896796408358	27.729510889962
106.73200225830	37.489759450986	27.810951478199
107.23999786377	37.096798496364	27.916526272722
107.74800109863	36.718990941661	28.043813835419
108.25599670410	36.357150366023	28.190430895969
108.76399993896	36.011839019330	28.353979285308
109.27200317383	35.683361006994	28.532118386697
109.77999877930	35.371796268655	28.722551941832
110.28800201416	35.076989236028	28.923076991032
110.79599761963	34.798582291527	29.131577415323
111.30400085449	34.536011226733	29.346055470940
111.81199645996	34.288512696275	29.564620612745
112.31999969482	34.055171943991	29.785535503250
112.82800292969	33.834917592346	30.007236799541
113.33599853516	33.626500185136	30.228299310489
113.84400177002	33.428612398842	30.447505101299
114.35199737549	33.239773081155	30.663812960691
114.86000061035	33.058468081492	30.876393558783
115.36799621582	32.883121193482	31.084639491472
115.87599945068	32.712095400982	31.288129960833
116.38400268555	32.543775303324	31.486708028715
116.89199829102	32.376544931747	31.680389904885
117.40000152588	32.208840705271	31.869436697746
117.90799713135	32.039169865579	32.054308845456
118.41600036621	31.866133695926	32.235652328090
118.92400360107	31.688463978297	32.414309772960
119.43199920654	31.505034517784	32.591283436181
119.94000244141	31.314868143878	32.767699618545
120.44799804688	31.117195350607	32.944822966046
120.95600128174	30.911426530149	33.124002000411
121.46399688721	30.697158752233	33.306625237739
121.97200012207	30.474199840041	33.494137363312
122.48000335693	30.242582974388	33.687987748465
122.98799896240	30.002519233941	33.889587956899
123.49600219727	29.754413213253	34.100301236212
124.00399780273	29.498851066606	34.321431479274
124.51200103760	29.236582572228	34.554170589389
125.01999664307	28.968499645542	34.799600037218
125.52799987793	28.695631496948	35.058680595136
126.03600311279	28.419109808990	35.332231144491
126.54399871826	28.140132168540	35.620895099845
127.05200195313	27.859991593964	35.925209288535
127.55999755859	27.579999313705	36.245494408655
128.06799316406	27.301503506768	36.581965274150
